RECORD_ID,RECORD_TYPE,PARAMETER,V7_REFERENCE,CURRENT_VALUE,UNIT,SOURCE_ID,REPOSITORY_PATH,COMMIT_SHA,SOURCE_SHA256,SOURCE_REVISION,ORIGINAL_AUDIT_STATUS,CANONICAL_CLASSIFICATION,EVIDENCE_CLASS,CONFIDENCE,ENGINEERING_PURPOSE,MISSING_INFORMATION,DEPENDENCY,RISK,NEXT_REQUIRED_EVIDENCE,CONFLICT_ID,RADE_MAY_USE,RADE_MAY_MODIFY,RADE_MUST_NOT_ASSUME,NORMALIZATION_NOTE
K-2161,PARAMETER,wall thickness,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2162,PARAMETER,plate thickness,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2163,PARAMETER,hole size,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2164,PARAMETER,edge distance,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2165,PARAMETER,radii,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2166,PARAMETER,offsets,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2167,PARAMETER,interface locations,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2168,PARAMETER,reference datums,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,NO,NO,YES,
K-2176,PARAMETER,backrest thickness,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2177,PARAMETER,hinge pivot location,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2178,PARAMETER,pivot axis,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2179,PARAMETER,end-stop locations,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2180,PARAMETER,torso support geometry,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2181,PARAMETER,head-support envelope,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2182,PARAMETER,link centre positions,J,,mm / deg / datum,Current source set,,,,V7-R0/R1/RC-005,MISSING,MISSING,RELEASED_FEATURE_NOT_FOUND,None,Hinge/pivot/joint hardware engineering definition,No authoritative released value; any current model primitive is not automatically the required feature dimension.,Released CAD + PMI/GD&T + independent metrology,High,Controlled feature definition,,YES,NO,YES,
K-2190,PARAMETER,Disclosure boundary — Vehicle-specific datum/hardpoints,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,OEM_INPUT_REQUIRED,OEM_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,YES,NO,YES,
K-2191,PARAMETER,Disclosure boundary — H/R points,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,OEM_INPUT_REQUIRED,OEM_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2192,PARAMETER,Disclosure boundary — restraint anchor coordinates,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,OEM_INPUT_REQUIRED,OEM_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2193,PARAMETER,Disclosure boundary — material assignments,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2194,PARAMETER,Disclosure boundary — fastener assignments,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,SUPPLIER_INPUT_REQUIRED,SUPPLIER_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2195,PARAMETER,Disclosure boundary — absorber physical law,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,TEST_REQUIRED,TEST_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2196,PARAMETER,Disclosure boundary — lock physical law/fault behavior,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,TEST_REQUIRED,TEST_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2197,PARAMETER,Disclosure boundary — rebound physical law,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,TEST_REQUIRED,TEST_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2198,PARAMETER,Disclosure boundary — CAE outputs,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,CAE_REQUIRED,CAE_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2199,PARAMETER,Disclosure boundary — crash results,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,TEST_REQUIRED,TEST_REQUIRED,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,NO,NO,YES,
K-2200,PARAMETER,Disclosure boundary — manufacturing release data,SYSTEM,,project fact boundary,V7/V6 + current registers,,,,V7/V6/RC-005,MISSING,MISSING,DISCLOSURE_BOUNDARY,High,Prevent false promotion,Must not be externally represented as established project fact without the corresponding evidence gate.,Controlled evidence package,Critical,Evidence closure before promotion,,YES,NO,YES,
KC-C-001,CONFLICT_CONTROL,Conflict anchor C-001,SYSTEM,X=lateral; Y=longitudinal; Z=vertical vs X=longitudinal; Y=lateral; Z=up,,V5_PARAMS / V7_R0; V7_RECON_SCRIPT / V7_R4_MODEL,,f562a8cfe00835f1919ab3683bf17b3ae407100b,,,CONFLICTING,CONFLICTED,Conflict register control,High,Prevent silent reconciliation,Coordinate axes are reversed between source concept and current model.,Evidence identified in conflict register,Critical,Controlled datum/frame reconciliation; no silent transform.,C-001,YES,NO,YES,Conflict preserved exactly; no winner selected.
KC-C-002,CONFLICT_CONTROL,Conflict anchor C-002,SYSTEM,"(0,185,330) mm placeholder vs H-point unfrozen / OEM required",,V7_R0 / R1 H-point; V7_R1 / current,,f562a8cfe00835f1919ab3683bf17b3ae407100b,,,CONFLICTING,CONFLICTED,Conflict register control,High,Prevent silent reconciliation,R0 contains a clearly labeled placeholder while later baseline requires vehicle-specific input.,Evidence identified in conflict register,High,OEM H/R-point package; placeholder remains non-authoritative.,C-002,NO,NO,YES,Conflict preserved exactly; no winner selected.
KC-C-003,CONFLICT_CONTROL,Conflict anchor C-003,SYSTEM,500×520×860 mm vs 635×900×870 mm bbox,,V7_R0/R1 nominal envelope; Current reconstruction STEP,,f562a8cfe00835f1919ab3683bf17b3ae407100b,,,CONFLICTING,CONFLICTED,Conflict register control,High,Prevent silent reconciliation,Nominal concept envelope does not match current reconstructed model bbox.,Evidence identified in conflict register,Critical,Controlled geometry lineage and envelope definition.,C-003,YES,NO,YES,Conflict preserved exactly; no winner selected.
KC-C-004,CONFLICT_CONTROL,Conflict anchor C-004,SYSTEM,480 mm vs 420 mm primitive,,V7_R0/R1 rail length; V7_RECON_SCRIPT,,f562a8cfe00835f1919ab3683bf17b3ae407100b,,,CONFLICTING,CONFLICTED,Conflict register control,High,Prevent silent reconciliation,Source dimension and reconstructed primitive differ.,Evidence identified in conflict register,Critical,Controlled rail geometry reconciliation.,C-004,YES,NO,YES,Conflict preserved exactly; no winner selected.
KC-C-005,CONFLICT_CONTROL,Conflict anchor C-005,SYSTEM,450×360 mm vs 470×460×28 mm,,V7_R0/R1 carriage; V7_RECON_SCRIPT,,f562a8cfe00835f1919ab3683bf17b3ae407100b,,,CONFLICTING,CONFLICTED,Conflict register control,High,Prevent silent reconciliation,Concept carriage envelope differs from current reconstruction.,Evidence identified in conflict register,High,Controlled carriage definition.,C-005,YES,NO,YES,Conflict preserved exactly; no winner selected.
KC-C-006,CONFLICT_CONTROL,Conflict anchor C-006,SYSTEM,450×470 mm vs 420×430×22 mm geometry; 500 mm pan-depth parameter,,V7_R0/R1 seat pan; V7_RECON_SCRIPT + embedded parameter,,f562a8cfe00835f1919ab3683bf17b3ae407100b,,,CONFLICTING,CONFLICTED,Conflict register control,High,Prevent silent reconciliation,Three incompatible size expressions exist across source and model.,Evidence identified in conflict register,High,Controlled seat-pan source/dimension reconciliation.,C-006,YES,NO,YES,Conflict preserved exactly; no winner selected.
